iter	Logloss
244	0.1003878041
245	0.1000155167
246	0.09975929617
247	0.09970468288
248	0.09942787758
249	0.09927390923
250	0.09900415503
251	0.09891348492
252	0.09861131453
253	0.09846105305
254	0.09834674278
255	0.09807839451
256	0.09769869964
257	0.09749270725
258	0.09700728714
259	0.09671182011
260	0.09663280607
261	0.09647365607
262	0.09641014882
263	0.09615305693
264	0.09590693199
265	0.09554523794
266	0.09527497454
267	0.09514806974
268	0.09492415704
269	0.09471704833
270	0.09466447514
271	0.09444698155
272	0.09442578128
273	0.09423075871
274	0.09419092807
275	0.09406620562
276	0.09396467702
277	0.09376043125
278	0.09360239095
279	0.09325893637
280	0.09282911677
281	0.09272607866
282	0.09256466453
283	0.09226119752
284	0.09213274283
285	0.0920664477
286	0.09175596338
287	0.09163597187
288	0.0914485432
289	0.0912744322
290	0.09122180232
291	0.09111093842
292	0.09085053641
293	0.09061146557
294	0.09051481184
295	0.09013958196
296	0.08996166384
297	0.08980780857
298	0.08956836967
299	0.08932431732
300	0.08914460476
301	0.08903770079
302	0.08885308518
303	0.08878550043
304	0.0885894732
305	0.08846219983
306	0.08836705625
307	0.0882679504
308	0.08808291273
309	0.08792585837
310	0.08760522417
311	0.08747292756
312	0.08741028561
313	0.08715348596
314	0.08712438542
315	0.08684009422
316	0.08674266429
317	0.08663058174
318	0.08660983759
319	0.08644888541
320	0.08628401396
321	0.08616478771
322	0.08608611542
323	0.08592264414
324	0.08569108953
325	0.08558913258
326	0.08535208798
327	0.08529632222
328	0.08527549815
329	0.08519139963
330	0.08503583582
331	0.08487337091
332	0.08486290266
333	0.08469446784
334	0.0845360625
335	0.08449467292
336	0.08435874574
337	0.0841206201
338	0.08393701581
339	0.08381387591
340	0.08364837759
341	0.08347760956
342	0.08330091898
343	0.08312765156
344	0.08299110173
345	0.08287745338
346	0.08271740947
347	0.08260951119
348	0.0825139652
349	0.0824006287
350	0.08229550321
351	0.08208539698
352	0.08200237611
353	0.08188560633
354	0.08165795118
355	0.08146902534
356	0.08132645957
357	0.08120778996
358	0.08106614377
359	0.08098874172
360	0.08094536812
361	0.08078665747
362	0.080534768
363	0.08043038435
364	0.08031302314
365	0.08023944295
366	0.08002242798
367	0.07994271372
368	0.07982681803
369	0.07974839543
370	0.07956105006
371	0.07944821898
372	0.0794148632
373	0.07929427171
374	0.07915188986
375	0.0788330354
376	0.07875841013
377	0.07866338342
378	0.07843533244
379	0.07831915631
380	0.07815559438
381	0.07792685617
382	0.07773659591
383	0.07764537671
384	0.07749649555
385	0.07741697146
386	0.07720728423
387	0.07697806853
388	0.07689493542
389	0.07673085679
390	0.0766182238
391	0.07651906862
392	0.07639101792
393	0.07629304283
394	0.07607543124
395	0.07582541566
396	0.07556681021
397	0.07544146827
398	0.07525291589
399	0.07500854167
400	0.07487934904
401	0.07467681066
402	0.07459315696
403	0.07447169658
404	0.07427808548
405	0.07408485647
406	0.07400786293
407	0.07389592319
408	0.07378521907
409	0.07363334738
410	0.07358610501
411	0.07336718687
412	0.07316248756
413	0.07305778866
414	0.07282024771
415	0.07262298452
416	0.07255207865
417	0.07248334945
418	0.07236280558
419	0.07216692489
420	0.07208428801
421	0.07198235638
422	0.07188078565
423	0.07178098311
424	0.07165149813
425	0.07154541096
426	0.07135765209
427	0.07125569411
428	0.07111842186
429	0.07097343122
430	0.07084350546
431	0.07070910578
432	0.07059511323
433	0.07047487983
434	0.07044665821
435	0.07029910199
436	0.07018463238
437	0.07010336348
438	0.06997302262
439	0.06984414118
440	0.06972570206
441	0.06963312887
442	0.06958995279
443	0.06953693863
444	0.069461666
445	0.06933112062
446	0.06923272252
447	0.06919026958
448	0.06907623941
449	0.06890154614
450	0.06878208157
451	0.06875642712
452	0.06868568615
453	0.06847831831
454	0.06841216963
455	0.06827303201
456	0.06811963268
457	0.06801544119
458	0.06792620195
459	0.06783391808
460	0.06774647083
461	0.06764718527
462	0.06757131084
463	0.06749674484
464	0.06742705153
465	0.06741410961
466	0.0672603853
467	0.06714196255
468	0.06701743392
469	0.06696526724
470	0.0668844183
471	0.06681357971
472	0.06676635191
473	0.06662649337
474	0.06656772352
475	0.0664171508
476	0.06631538924
477	0.06624903345
478	0.06616352724
479	0.06611750756
480	0.06598885742
481	0.06590806064
482	0.06582873293
483	0.06575257714
484	0.06570448906
485	0.06559067711
486	0.06547684885
487	0.06543434666
488	0.06530021903
489	0.06517736211
490	0.06512476786
491	0.06497747236
492	0.06484957129
493	0.06474994089
494	0.06464538608
495	0.06454824068
496	0.0644977077
497	0.06444788739
498	0.06425312196
499	0.06415184922
500	0.06405075312
501	0.06395262754
502	0.06391211021
503	0.06387322746
504	0.06381422737
505	0.06377043319
506	0.06371028524
507	0.0636199155
508	0.06349715797
509	0.06340166117
510	0.06333966601
511	0.06324251661
512	0.06316367773
513	0.06314834107
514	0.06305776866
515	0.06304565943
516	0.06290840872
517	0.06276410202
518	0.06269799281
519	0.06261642417
520	0.0625601705
521	0.06248440629
522	0.06244637712
523	0.06243848653
524	0.06237305744
525	0.06229475512
526	0.06222173927
527	0.06218152655
528	0.0620825194
529	0.06199642138
530	0.06188314609
531	0.06179737058
532	0.06175989128
533	0.06165714167
534	0.06158544965
535	0.06148805392
536	0.06144838601
537	0.06137943974
538	0.06133371908
539	0.06123666516
540	0.06113953752
541	0.06111437103
542	0.06105347496
543	0.06101412803
544	0.06085516719
545	0.06074861224
546	0.06063954425
547	0.06053666542
548	0.06047963832
549	0.06039920747
550	0.06029568748
551	0.06023086361
552	0.06015858568
553	0.06004887552
554	0.05999194957
555	0.05992467168
556	0.05989384696
557	0.05977860609
558	0.05972030763
559	0.05966809983
560	0.05957162697
561	0.05944465009
562	0.05932649826
563	0.05920439301
564	0.05913292052
565	0.05903762289
566	0.058999636
567	0.05889953421
568	0.05884260578
569	0.05877568754
570	0.05868923676
571	0.05866014937
572	0.05861404631
573	0.05848978937
574	0.05845317593
575	0.05838199406
576	0.05835963051
577	0.058287944
578	0.05826068389
579	0.05822924158
580	0.05822480119
581	0.05812606471
582	0.05804696692
583	0.05796749749
584	0.05793026423
585	0.0578080212
586	0.05778004623
587	0.05771146798
588	0.05761360605
589	0.05753828559
590	0.05747780324
591	0.05743257505
592	0.05741170587
593	0.05733677093
594	0.05723781693
595	0.05710570466
596	0.05700626699
597	0.05687359194
598	0.05679216109
599	0.05670664207
600	0.05658005246
601	0.0565760428
602	0.05653103096
603	0.05643082516
604	0.05630128194
605	0.05624913689
606	0.05615477891
607	0.05605608824
608	0.05592130974
609	0.05575945926
610	0.05570709986
611	0.05564790506
612	0.05553996779
613	0.05547482527
614	0.05534233298
615	0.05528587013
616	0.05521547209
617	0.05514068913
618	0.05507000983
619	0.05500238453
620	0.05495808292
621	0.05489327126
622	0.05480660512
623	0.05468182713
624	0.0546048287
625	0.0545450247
626	0.05450025118
627	0.05442350774
628	0.05435174537
629	0.05432340365
630	0.05426254542
631	0.05418669939
632	0.0541462158
633	0.05405119273
634	0.05400435782
635	0.05397873474
636	0.05390345386
637	0.05387392537
638	0.0538665362
639	0.05386168812
640	0.05378735525
641	0.05373135301
642	0.05359967645
643	0.05358903161
644	0.0535065947
645	0.05344205144
646	0.05336915997
647	0.05327929189
648	0.05321706306
649	0.05312191903
650	0.05306066157
651	0.05300597369
652	0.0529533722
653	0.05289547254
654	0.05276617104
655	0.05271679396
656	0.05264217496
657	0.05257168237
658	0.0525356591
659	0.05249862579
660	0.05240685902
661	0.05235106895
662	0.05227218372
663	0.05220600812
664	0.05215829334
665	0.05207543627
666	0.05197070982
667	0.05187889637
668	0.05184626164
669	0.05173282062
670	0.05172178925
671	0.0516784257
672	0.05162332423
673	0.05156100753
674	0.05153831439
675	0.05142464516
676	0.05131056339
677	0.05126984185
678	0.05125315605
679	0.05113014517
680	0.05107496894
681	0.05102476435
682	0.05097865398
683	0.05095702592
684	0.05094936836
685	0.05086023379
686	0.05081266824
687	0.05072567646
688	0.050654508
689	0.05061267565
690	0.05052102872
691	0.05046032039
692	0.0503901043
693	0.05037471332
694	0.05032396573
695	0.05027114273
696	0.05023089469
697	0.05016042354
698	0.05013444549
699	0.05005913521
700	0.04998890343
701	0.04995590967
702	0.04990203177
703	0.04986934893
704	0.04981619753
705	0.04976066463
706	0.04974674985
707	0.04971286844
708	0.04964803427
709	0.0495960794
710	0.04955214496
711	0.04947190828
712	0.04943527128
713	0.04939036677
714	0.04935725304
715	0.04927324435
716	0.04925536778
717	0.04917737815
718	0.04909842322
719	0.04904764043
720	0.04895706835
721	0.04894338076
722	0.04889965046
723	0.0488497746
724	0.04883345075
725	0.04879222061
726	0.04874928274
727	0.0486905975
728	0.04862783208
729	0.04856079352
730	0.04850030602
731	0.04847647614
732	0.04840841379
733	0.0483894183
734	0.04828974562
735	0.04826802105
736	0.04822595521
737	0.04817955504
738	0.04809771932
739	0.04804268505
740	0.04800928073
741	0.04798546999
742	0.04794706398
743	0.04789796591
744	0.04783295463
745	0.04778236211
746	0.04772269098
747	0.04766271078
748	0.04762752814
749	0.04753196299
750	0.04746565933
751	0.04742607155
752	0.04739229772
753	0.04734535153
754	0.04731344294
755	0.04728313109
756	0.04723017759
757	0.0471633654
758	0.0471284062
759	0.04706598203
760	0.04703591548
761	0.04695558779
762	0.04692102026
763	0.0468617342
764	0.0467407276
765	0.04666791298
766	0.04661870275
767	0.04657624942
768	0.04653605528
769	0.04647031933
770	0.04639373724
771	0.04630859625
772	0.04627574264
773	0.0462154877
774	0.04618808971
775	0.04614663395
776	0.04613427306
777	0.04609724961
778	0.04603517878
779	0.04598571179
780	0.04593456336
781	0.04590222014
782	0.04585608854
783	0.04581784913
784	0.04575500535
785	0.04569630814
786	0.04565539179
787	0.04562097582
788	0.04555925509
789	0.04548704089
790	0.04542987124
791	0.04533353259
792	0.04531025979
793	0.04529686053
794	0.04524284542
795	0.04522673826
796	0.04518668754
797	0.04516444547
798	0.04511393682
799	0.04504667015
800	0.04499113222
801	0.04496445723
802	0.04493307823
803	0.04484383479
804	0.04482237108
805	0.04479686133
806	0.04476537049
807	0.04474711457
808	0.04465933401
809	0.04457455829
810	0.04452913315
811	0.04450427638
812	0.04444927785
813	0.04443758419
814	0.04440378481
815	0.04434117546
816	0.04429508479
817	0.04425110615
818	0.04414752449
819	0.04409002619
820	0.04404617056
821	0.04396859816
822	0.04394708108
823	0.04392802754
824	0.0438926702
825	0.04384453155
826	0.0438125365
827	0.04376730881
828	0.04371474199
829	0.04366903613
830	0.04363470733
831	0.0435937127
832	0.04356601335
833	0.04349829451
834	0.0434655818
835	0.04340490609
836	0.04338933922
837	0.04337336548
838	0.04333173196
839	0.04330180274
840	0.04323543446
841	0.04318820215
842	0.04316284275
843	0.04313057468
844	0.04308394204
845	0.04303149299
846	0.0429625331
847	0.04294668654
848	0.04290318321
849	0.04288103711
850	0.04282470065
851	0.04280974708
852	0.04278953736
853	0.04274364528
854	0.04271143453
855	0.04269236798
856	0.04264588312
857	0.04256440488
858	0.04250707502
859	0.04245482286
860	0.04240551342
861	0.04236127861
862	0.04233610604
863	0.04231125615
864	0.04227922732
865	0.04224539612
866	0.04217615279
867	0.04215392421
868	0.04211692243
869	0.04209940471
870	0.04205293804
871	0.04203593001
872	0.0419816637
873	0.04193088916
874	0.04189024403
875	0.04185517913
876	0.04181233193
877	0.04180277178
878	0.04176881184
879	0.04170687675
880	0.04165628583
881	0.04159643719
882	0.04156353243
883	0.04155057205
884	0.04151947471
885	0.04145285308
886	0.04141991706
887	0.04140141778
888	0.04136538338
889	0.04134984064
890	0.04131642439
891	0.04130638604
892	0.04128111603
893	0.04121321179
894	0.04115375879
895	0.04112366018
896	0.04109251495
897	0.04105897733
898	0.04104273107
899	0.04099773709
900	0.04098049696
901	0.04092895742
902	0.04089506959
903	0.04087233937
904	0.04081903114
905	0.04078462809
906	0.0407368915
907	0.04069785682
908	0.04065180589
909	0.04062100085
910	0.04059599584
911	0.04056872445
912	0.04047998301
913	0.04046231213
914	0.04041879678
915	0.04039555988
916	0.04037983762
917	0.04031629428
918	0.04023244827
919	0.04021113427
920	0.04014808878
921	0.04010179966
922	0.04002645176
923	0.03999536615
924	0.03998153194
925	0.03996012825
926	0.03994594134
927	0.039912121
928	0.03988608257
929	0.03986109048
930	0.03984411945
931	0.03974795551
932	0.03971655144
933	0.0396761445
934	0.03962942399
935	0.03959841952
936	0.03953383736
937	0.03949657842
938	0.03943794337
939	0.03939114428
940	0.03934682372
941	0.03930269125
942	0.03927022278
943	0.0392311398
944	0.03920664326
945	0.03917052399
946	0.0391197586
947	0.0390910457
948	0.03906592252
949	0.03903127743
950	0.03900124903
951	0.03890663812
952	0.03888865947
953	0.038864652
954	0.03879397122
955	0.03876787889
956	0.03875318045
957	0.03868573426
958	0.03866105453
959	0.03863771736
960	0.03859871127
961	0.03855411723
962	0.03853142182
963	0.03850067431
964	0.03845725724
965	0.03844177941
966	0.03842950249
967	0.03838722263
968	0.03834548342
969	0.03832384697
970	0.03831329569
971	0.03828192811
972	0.03825748627
973	0.03822240413
974	0.03814622735
975	0.03813925284
976	0.03810698561
977	0.03806669753
978	0.03804556663
979	0.03798395243
980	0.03793592838
981	0.03791048684
982	0.03784598679
983	0.03780201417
984	0.03774105257
985	0.03770082219
986	0.03767356081
987	0.03763585912
988	0.03758453519
989	0.03754815736
990	0.03752834226
991	0.0375061173
992	0.03747373925
993	0.03744562751
994	0.03740101612
995	0.03737133384
996	0.03733426127
997	0.037295825
998	0.03728056177
999	0.03725207537
